Threshold,SelectiveAccuracy,CWSA,CWSA+,Coverage,ECE,AURC
0.5,0.33655172413793105,-0.1100424821803695,0.16518079789924392,0.725,0.31735314084495725,0.6556786739203218
0.5257894736842105,0.33382137628111275,-0.10333222819714288,0.16611810935978483,0.683,0.31735314084495725,0.6556786739203218
0.5515789473684211,0.32965299684542587,-0.09663381416164486,0.16949567411466382,0.634,0.31735314084495725,0.6556786739203218
0.5773684210526315,0.32941176470588235,-0.0897137951104595,0.17085814591294018,0.595,0.31735314084495725,0.6556786739203218
0.6031578947368421,0.33574007220216606,-0.08294567182267425,0.173195503880537,0.554,0.31735314084495725,0.6556786739203218
0.6289473684210526,0.3489278752436647,-0.0767694321154058,0.17540261933833057,0.513,0.31735314084495725,0.6556786739203218
0.6547368421052632,0.34591194968553457,-0.07124642332427135,0.1757628885689402,0.477,0.31735314084495725,0.6556786739203218
0.6805263157894736,0.3490990990990991,-0.06567555160947336,0.17489625514794632,0.444,0.31735314084495725,0.6556786739203218
0.7063157894736842,0.3538083538083538,-0.06043763478796545,0.17508073467487817,0.407,0.31735314084495725,0.6556786739203218
0.7321052631578947,0.3651226158038147,-0.05545376810444538,0.17661406249656872,0.367,0.31735314084495725,0.6556786739203218
0.7578947368421052,0.3674698795180723,-0.05154128609368709,0.17478957174057455,0.332,0.31735314084495725,0.6556786739203218
0.7836842105263158,0.3493150684931507,-0.04755980283061424,0.17608561851764332,0.292,0.31735314084495725,0.6556786739203218
0.8094736842105263,0.3458646616541353,-0.0423724627176793,0.17004181610855912,0.266,0.31735314084495725,0.6556786739203218
0.8352631578947368,0.3446808510638298,-0.03721554223786614,0.16391423848386727,0.235,0.31735314084495725,0.6556786739203218
0.8610526315789473,0.34183673469387754,-0.031937622114202015,0.16239424278606931,0.196,0.31735314084495725,0.6556786739203218
0.8868421052631579,0.32298136645962733,-0.026165916295108074,0.15700679122195224,0.161,0.31735314084495725,0.6556786739203218
0.9126315789473685,0.3103448275862069,-0.018942197176380304,0.17023566756445405,0.116,0.31735314084495725,0.6556786739203218
0.9384210526315789,0.3375,-0.011579474737273788,0.18571860839672227,0.08,0.31735314084495725,0.6556786739203218
0.9642105263157894,0.375,-0.006294378987564314,0.19781558255205553,0.048,0.31735314084495725,0.6556786739203218
0.99,0.5,-0.00030272528354406957,0.20624800645844804,0.016,0.31735314084495725,0.6556786739203218
