Threshold,SelectiveAccuracy,CWSA,CWSA+,Coverage,ECE,AURC
0.5,0.943,0.7972997027035362,0.8485532679586825,1.0,0.00690341660691407,0.054065769004843015
0.5257894736842105,0.943,0.7924758241602213,0.8434168752061577,1.0,0.00690341660691407,0.054065769004843015
0.5515789473684211,0.943,0.7870970863478398,0.8376896767144935,1.0,0.00690341660691407,0.054065769004843015
0.5773684210526315,0.943,0.7810619147800243,0.8312635175102723,1.0,0.00690341660691407,0.054065769004843015
0.6031578947368421,0.943,0.774242330992519,0.8240021280646529,1.0,0.00690341660691407,0.054065769004843015
0.6289473684210526,0.943,0.7664747766927084,0.8157313539868762,1.0,0.00690341660691407,0.054065769004843015
0.6547368421052632,0.943,0.7575468255615235,0.8062250069523609,1.0,0.00690341660691407,0.054065769004843015
0.6805263157894736,0.943,0.7471774589264571,0.7951838625382991,1.0,0.00690341660691407,0.054065769004843015
0.7063157894736842,0.943,0.7349869490472393,0.7822035924027757,1.0,0.00690341660691407,0.054065769004843015
0.7321052631578947,0.943,0.7204493468926512,0.7667241739896818,1.0,0.00690341660691407,0.054065769004843015
0.7578947368421052,0.943,0.7028146034094772,0.7479469664364092,1.0,0.00690341660691407,0.054065769004843015
0.7836842105263158,0.943,0.6809749819181496,0.7246924685176356,1.0,0.00690341660691407,0.054065769004843015
0.8094736842105263,0.943,0.6532229767081753,0.6951425540352155,1.0,0.00690341660691407,0.054065769004843015
0.8352631578947368,0.943,0.6167818452663242,0.6563405896509533,1.0,0.00690341660691407,0.054065769004843015
0.8610526315789473,0.943,0.5668133241225739,0.6031348657604094,1.0,0.00690341660691407,0.054065769004843015
0.8868421052631579,0.943,0.49406845380632314,0.5256772305151066,1.0,0.00690341660691407,0.054065769004843015
0.9126315789473685,0.9400230680507498,0.38739773774392744,0.4750714520751313,0.867,0.00690341660691407,0.054065769004843015
0.9384210526315789,0.9438202247191011,0.2720192030998345,0.463312127150823,0.623,0.00690341660691407,0.054065769004843015
0.9642105263157894,0.9481268011527377,0.1566889968614528,0.479545131524087,0.347,0.00690341660691407,0.054065769004843015
0.99,0.9574468085106383,0.04306955011272315,0.47483150533416096,0.094,0.00690341660691407,0.054065769004843015
